,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service
427,LOFI4A-ROWD4A,,216,309,26.714,0.03449876469267051,0.32025155349255074,1.0,0.0,2.165063508922193,1.0,1,,True
428,LOFI4B-ROWD4B,,217,310,26.714,0.03449876469267051,0.32025155349255074,1.0,0.0,2.165063508922193,1.0,1,,True
429,LOVE41-NURS41,,218,262,36.477,0.01736984949420183,0.27826849795761716,1.0,0.0,3.7065887272747946,1.0,1,,True
430,LOVE41-NURS4A,,218,263,36.477,0.01736984949420183,0.27826849795761716,1.0,0.0,3.7065887272747946,1.0,1,,True
431,MACC41-STAL4B,,220,351,31.196,0.03179894858315168,0.31645082702910626,1.0,0.0,2.348372219344272,1.0,1,,True
432,MAGA21-PYLE21,,221,292,6.238,0.025580113818531577,0.3075675296569413,1.0,0.0,2.340892909040723,1.0,1,,True
433,MANN41-NURS4A,,222,263,39.823,0.016713959269768725,0.25982974662883257,1.0,0.0,3.7065887272747946,1.0,1,,True
434,MAWO41-NURS41,,227,262,7.441,0.019997312189221877,0.27544684854186263,1.0,0.0,3.3587351901746287,1.0,1,,True
435,MEDB4A-STEW41,,228,355,7.0,0.014171428571428571,0.2747428571428571,1.0,0.0,4.800667487116809,1.0,1,,True
436,MEDB4A-STWB4R,,228,360,87.852,0.014187497154304967,0.27480763101579925,1.0,0.0,4.800667487116809,1.0,1,,True
437,MEDB4B-STEW41,,229,355,7.0,0.014171428571428571,0.2747428571428571,1.0,0.0,4.800667487116809,1.0,1,,True
438,MEDB4B-STWB4Q,,229,359,87.852,0.014187497154304967,0.27480763101579925,1.0,0.0,4.800667487116809,1.0,1,,True
439,MELK41-MITY41,,233,241,28.101,0.029095049998220705,0.31833742571438745,1.0,0.0,2.9098453559914272,1.0,1,,True
440,MELK41-MITY41,,233,241,28.052,0.02908883502067589,0.3183231142164552,1.0,0.0,2.9098453559914272,1.0,1,,True
441,MELK41-SAFO41,,233,321,94.2,0.025205944798301485,0.29292569002123137,1.0,0.0,2.758290910366874,1.0,1,,True
442,MELK41-SEAB41,,233,325,53.558,0.01786474476268718,0.28234064005377346,1.0,0.0,3.4944125034004196,1.0,1,,True
443,MIDL41-QUER4A,,234,293,9.704,0.014179719703215167,0.2748557295960428,1.0,0.0,4.5610671254627535,1.0,1,,True
444,MILL41-MILL4A,,237,239,9.704,0.1,0.011211871393239899,1.0,0.0,0.5080682367604079,1.0,1,,True
445,MILL42-MILL4B,,238,240,9.704,0.1,0.011211871393239899,1.0,0.0,0.5080682367604079,1.0,1,,True
446,MILL4A-SUND41,,239,361,13.75,0.02909090909090909,0.3183709090909091,1.0,0.0,2.758290910366874,1.0,1,,True
447,MILL4B-SUND42,,240,362,14.955,0.027174857907054498,0.2971046472751588,1.0,0.0,2.758290910366874,1.0,1,,True
448,MONF22-POPP21,,243,290,37.84,0.04156976744186046,0.4003888081395348,1.0,0.0,1.3205575244723,1.0,1,,True
449,MONF41-PADI41,,244,271,87.848,0.01937892723795647,0.29662143702759314,1.0,0.0,3.4568847359124346,1.0,1,,True
450,NECT4A-NORM41,,248,259,37.492,0.014168355915928731,0.27483196415235256,1.0,0.0,4.800667487116809,1.0,1,,True
451,NECT4A-WALP41,,248,408,41.619,0.014185828587904566,0.2747975684182705,1.0,0.0,4.76169634395621,1.0,1,,True
452,NECT4B-NORM41,,249,259,37.492,0.014168355915928731,0.27483196415235256,1.0,0.0,4.7025179413790035,1.0,1,,True
453,NECT4B-WALP41,,249,408,41.619,0.014185828587904566,0.2747975684182705,1.0,0.0,4.5610671254627535,1.0,1,,True
454,NEEP21-PITS21,,250,289,4.8260000000000005,0.03353450062163282,0.21593711147948613,1.0,0.0,0.8796718644735989,1.0,1,,True
455,NEEP21-SHEC21,,250,333,5.279,0.033521973858685356,0.2140249100208373,1.0,0.0,0.8796718644735989,1.0,1,,True
456,NEEP4A-STSB4B,,251,358,12.801,0.03449730489805484,0.3283493477072104,1.0,0.0,3.7065887272747946,1.0,1,,True
457,NEWX21-WIMB21,,252,440,13.629,0.015148305084745767,0.17317897497982246,1.0,0.0,1.7362497181853611,1.0,1,,True
458,NEWX21-WIMB21,,252,440,13.629,0.015148305084745767,0.17317897497982246,1.0,0.0,1.7194540739949344,1.0,1,,True
459,NFLE41-SING41,,253,337,5.941,0.025046288503618917,0.30701902036694156,1.0,0.0,3.9663963483454574,1.0,1,,True
460,NFLE41-WTHU4A,,253,448,7.511,0.02918386366662229,0.3182532285980562,1.0,0.0,2.7525174076764145,1.0,1,,True
461,NFLE41-WTHU4B,,253,449,7.511,0.02918386366662229,0.3182532285980562,1.0,0.0,2.7525174076764145,1.0,1,,True
462,NORL2A-SHEC21,,257,333,4.372,0.033211344922232384,0.19355986962488564,1.0,0.0,0.8796718644735989,1.0,1,,True
463,NORL2B-PITS21,,258,289,10.751,0.03327190493907544,0.19358199237280255,1.0,0.0,0.8796718644735989,1.0,1,,True
464,NORT21-SALH21,,260,322,12.178,0.028814255214320898,0.32664435867958613,1.0,0.0,2.714595992277717,1.0,1,,True
465,NORT41-OSBA41,,261,269,83.839,0.02160331110819547,0.30401125967628434,1.0,0.0,2.758290910366874,1.0,1,,True
466,NORT41-OSBA42,,261,270,83.839,0.02160331110819547,0.30401125967628434,1.0,0.0,2.758290910366874,1.0,1,,True
467,NORT41-SALH42,,261,324,12.206,0.02883827625757824,0.32665902015402265,1.0,0.0,2.510030294677129,1.0,1,,True
468,NORT41-SPEN41,,261,343,23.134,0.019088787066655136,0.28093714878533754,1.0,0.0,3.4944125034004196,1.0,1,,True
469,NORT41-SPEN42,,261,344,23.134,0.019088787066655136,0.28093714878533754,1.0,0.0,3.4944125034004196,1.0,1,,True
470,OCKH21-WIEN2A,,264,432,4.906000000000001,0.03329596412556053,0.31137892376681614,1.0,0.0,1.4108341119958436,1.0,1,,True
471,OCKH2A-WIEN2B,,265,433,4.67,0.03449277301927195,0.32015123126338324,1.0,0.0,1.5955861980905375,1.0,1,,True
472,OFFE21-WBOL21,,266,418,8.207,0.030132051906908736,0.3138525039600341,1.0,0.0,2.280008698850426,1.0,1,,True
473,OSBA41-THTO43,,269,379,16.79,0.017343656938653963,0.2782608695652174,1.0,0.0,3.7065887272747946,1.0,1,,True
474,OSBA42-THTO41,,270,377,16.79,0.017343656938653963,0.2782608695652174,1.0,0.0,3.7065887272747946,1.0,1,,True
475,PADI41-PEWO4B,,271,288,37.608,0.023654541586896404,0.2998936396511381,1.0,0.0,3.0079949017292336,1.0,1,,True
476,PELH41-RYEH4A,,274,315,23.015,0.017379969585053227,0.27828807299587227,1.0,0.0,3.7065887272747946,1.0,1,,True
477,PELH41-RYEH4B,,274,316,23.439,0.017338623661419,0.27830538845513886,1.0,0.0,3.708032102947409,1.0,1,,True
478,PELH41-SUND42,,274,362,45.13,0.01726567693330379,0.2666075781076889,1.0,0.0,4.330127017844386,1.0,1,,True
479,PELH41-WYMO41,,274,460,26.856,0.017277330950253203,0.2662496276437295,1.0,0.0,3.999593988815598,1.0,1,,True
480,PEMB41-SWAN41,,275,365,84.697,0.017360709352161233,0.27828140311935484,1.0,0.0,3.7065887272747946,1.0,1,,True
481,PEMB41-SWAN41,,275,365,83.975,0.017357546888955046,0.27829234891336707,1.0,0.0,3.7065887272747946,1.0,1,,True
482,PEMB41-SWAN42,,275,366,84.57,0.017367860943597022,0.278283079106066,1.0,0.0,3.7065887272747946,1.0,1,,True
483,PEMB41-WALH41,,275,407,223.195,0.01700396514258832,0.2728591590313403,1.0,0.0,3.7065887272747946,1.0,1,,True
484,PENM4A-PENT41,,276,281,49.211,0.020970921135518485,0.3112149722622991,1.0,0.0,3.7065887272747946,1.0,1,,True
485,PENM4B-PENT41,,277,281,49.211,0.020970921135518485,0.3112149722622991,1.0,0.0,3.7065887272747946,1.0,1,,True
486,PENT41-TRAW41,,281,396,51.408,0.019701213818860874,0.2973856209150327,1.0,0.0,1.6382313884177928,1.0,1,,True
487,PENT41-WYLF41,,281,459,35.24,0.017343927355278094,0.27827468785471055,1.0,0.0,3.7065887272747946,1.0,1,,True
488,PENT41-WYLF41,,281,459,35.24,0.017343927355278094,0.27827468785471055,1.0,0.0,3.7065887272747946,1.0,1,,True
489,PEWO2C-WASF2A,,284,414,23.481,0.028567512031003786,0.3093793918487287,1.0,0.0,3.0673045202766778,1.0,1,,True
490,PEWO2D-WASF2B,,285,415,23.521,0.028583234131201906,0.309399844819523,1.0,0.0,3.0673045202766778,1.0,1,,True
491,PEWO41-QUER4A,,286,293,31.939,0.02494755627915714,0.30698519051942763,1.0,0.0,4.399409050129896,1.0,1,,True
492,PEWO41-QUER4B,,286,294,32.087,0.024932215539003332,0.30696543771620904,1.0,0.0,4.399409050129896,1.0,1,,True
493,PITS21-TEMP21,,289,371,6.69,0.03323430493273543,0.19364069506726458,1.0,0.0,0.8796718644735989,1.0,1,,True
494,PITS21-WIBA21,,289,431,2.324,0.02505647590361446,0.18906250000000002,1.0,0.0,0.9216609749496657,1.0,1,,True
495,PUDM41-WHAM4A,,291,422,2.17,0.014746543778801843,0.1312442396313364,1.0,0.0,1.6396747640904075,1.0,1,,True
496,PYLE21-PYLE21,,292,292,2.17,0.1,0.021955645161290324,1.0,0.0,2.340892909040723,1.0,1,,True
497,RASS41-WALH41,,296,407,78.057,0.016377775215547615,0.2633357674519902,1.0,0.0,3.7065887272747946,1.0,1,,True
498,RATS41-STAY4A,,298,353,43.614,0.02909157609941762,0.3183564910349888,1.0,0.0,2.967580382896019,1.0,1,,True
499,RATS41-STOB41,,298,356,26.898999999999997,0.028967619614112053,0.3167998810364698,1.0,0.0,2.967580382896019,1.0,1,,True
500,RATS41-WILE41,,298,434,21.964000000000002,0.028920050992533232,0.3168821708249863,1.0,0.0,1.889378755452767,1.0,1,,True
501,RATS41-WILE41,,298,434,21.684,0.02907212691385353,0.31831765356945213,1.0,0.0,2.758290910366874,1.0,1,,True
502,RAYL41-TILB4A,,299,384,20.499,0.024898775550026828,0.3069808283330894,1.0,0.0,3.068616679979055,1.0,1,,True
503,REBR21-TOTT23,,300,391,12.983,0.009669375336979128,0.11807122775937766,1.0,0.0,2.366086375326363,1.0,1,,True
504,REBR22-TOTT24,,301,392,14.753,0.008919372331051311,0.11026189588558259,1.0,0.0,2.366086375326363,1.0,1,,True
505,RHIG41-SWAN41,,302,365,34.34,0.01737914967967385,0.27829935934769945,1.0,0.0,3.7065887272747946,1.0,1,,True
506,ROCH21-STAL21,,304,349,31.256,0.02988126279754287,0.31896735826721273,1.0,0.0,2.645313959992207,1.0,1,,True
507,ROCH21-WHGA21,,304,424,11.746,0.034123318576536686,0.31766878086156985,1.0,0.0,1.7656420955186078,1.0,1,,True
508,ROCH21-WHGA21,,304,424,11.727,0.03411411699496888,0.3178610258378102,1.0,0.0,0.8796718644735989,1.0,1,,True
509,RYEH41-RYEH4B,,312,316,11.727,0.1,0.0032744947556919927,1.0,0.0,3.708032102947409,1.0,1,,True
510,RYEH41-WALX4A,,312,411,5.324,0.017430503380916604,0.2782870022539444,1.0,0.0,3.7065887272747946,1.0,1,,True
511,RYEH4A-RYEH43,,315,314,5.324,0.1,0.015326821938392188,1.0,0.0,3.708032102947409,1.0,1,,True
512,RYEH4A-WALX4B,,315,412,5.461,0.01728621131660868,0.27833730086064823,1.0,0.0,3.7065887272747946,1.0,1,,True
513,RYEH4B-RYEH42,,316,313,5.461,0.1,0.012012451931880608,1.0,0.0,3.708032102947409,1.0,1,,True
514,SAEN21-SAES21,,319,320,5.461,0.0018002655191356892,0.024926753341878775,1.0,0.0,3.493493991608756,1.0,1,,True
515,SEAB41-WHSO4A,,325,430,34.315999999999995,0.01743792982865136,0.2731320666744376,1.0,0.0,2.0553669578034683,1.0,1,,True
516,SELL4A-SELL4C,,326,328,34.315999999999995,0.1,0.0006061312507285232,1.0,0.0,3.41935696842445,1.0,1,,True
517,SELL4A-SELL4D,,326,329,34.315999999999995,0.1,0.0006061312507285232,1.0,0.0,3.41935696842445,1.0,1,,True
518,SELL4A-SELL4E,,326,330,34.315999999999995,0.1,0.0010257605781559625,1.0,0.0,3.41935696842445,1.0,1,,True
519,SELL4A-SELL4F,,326,331,34.315999999999995,0.1,0.0010257605781559625,1.0,0.0,3.41935696842445,1.0,1,,True
520,SELL4B-SELL4C,,327,328,34.315999999999995,0.1,0.00228464856043828,1.0,0.0,4.800667487116809,1.0,1,,True
521,SELL4B-SELL4D,,327,329,34.315999999999995,0.1,0.00228464856043828,1.0,0.0,4.800667487116809,1.0,1,,True
522,SELL4B-SELL4E,,327,330,34.315999999999995,0.1,0.0034969110618953262,1.0,0.0,4.800667487116809,1.0,1,,True
523,SELL4B-SELL4F,,327,331,34.315999999999995,0.1,0.0034969110618953262,1.0,0.0,4.800667487116809,1.0,1,,True
524,SHRE4A-SHRE4B,,334,335,34.315999999999995,0.1,0.0004662548082527102,1.0,0.0,0.3464101614275509,1.0,1,,True
525,SHUR41-TAUN41,,336,369,27.0,0.02885925925925926,0.318162962962963,1.0,0.0,4.402295801475126,1.0,1,,True
526,SPEN41-STEW41,,343,355,37.921,0.0210121041111785,0.31163735133567155,1.0,0.0,3.391932830644769,1.0,1,,True
527,SPEN42-STEW41,,344,355,37.795,0.021039820082021432,0.31191427437491737,1.0,0.0,3.391932830644769,1.0,1,,True
528,SPLN41-WALP41,,345,408,29.234,0.01488677567216255,0.280057467332558,1.0,0.0,4.421059685219118,1.0,1,,True
529,SSHI22-TYNE2A,,346,401,7.028,0.03335764086511099,0.32120179994308484,1.0,0.0,2.4689596959927265,1.0,1,,True
530,SSHI22-WBOL21,,346,418,4.366,0.03464269354099863,0.3200984883188273,1.0,0.0,2.3513901866597395,1.0,1,,True
531,STAL4A-THOM41,,350,375,76.223,0.01664589428387757,0.26715295908059244,1.0,0.0,1.6901929126319253,1.0,1,,True
532,STAL4B-STSB4A,,351,357,33.612,0.016422706176365584,0.2532428894442461,1.0,0.0,2.205478027755407,1.0,1,,True
533,STAY41-MARH4A,,352,225,73.027,0.02909608774836704,0.31832609856628374,1.0,0.0,3.5203932655074857,1.0,1,,True
534,SUND41-WYMO41,,361,460,18.156,0.01727252698832342,0.2661379158404935,1.0,0.0,4.330127017844386,1.0,1,,True
535,SWAN41-SWAN4B,,365,368,18.156,0.001233751927737387,0.01128001762502754,1.0,0.0,4.399409050129896,1.0,1,,True
536,SWAN42-SWAN4A,,366,367,18.156,0.001233751927737387,0.01128001762502754,1.0,0.0,1.8532943636373973,1.0,1,,True
537,TEMP22-WIBA21,,372,431,3.607,0.03333622123648461,0.19351781258663706,1.0,0.0,0.8838707755212056,1.0,1,,True
538,THOM21-WMEL21,,373,447,24.738,0.03378026720025871,0.3224563424690759,1.0,0.0,1.603984020185751,1.0,1,,True
539,THOM2A-WMEL21,,374,447,25.213,0.033773747669852854,0.32373006980525915,1.0,0.0,1.8517197719945448,1.0,1,,True
540,THUR21-THUR2A,,380,381,4.653,0.07931442080378251,0.3159574468085106,1.0,0.0,1.0749212281873095,1.0,1,,True
541,THUR2A-WMEL21,,381,447,16.348,0.03450957303645706,0.3283960576217274,1.0,0.0,1.8517197719945448,1.0,1,,True
542,TILB21-WARL21,,382,413,13.065,0.03455654420206659,0.3200966322234979,1.0,0.0,2.349290731135936,1.0,1,,True
543,TILB21-WARL21,,382,413,12.897,0.03459622392804528,0.32010302783593086,1.0,0.0,2.225422855231539,1.0,1,,True
544,TILB41-TILB4A,,383,384,12.897,0.1,0.0014887183065829261,1.0,0.0,4.399409050129896,1.0,1,,True
545,TILB41-TILB4B,,383,385,12.897,0.1,0.0013646584477010157,1.0,0.0,4.399409050129896,1.0,1,,True
546,TRAW41-TREU4A,,396,398,64.278,0.024941659665826565,0.3069915056473444,1.0,0.0,4.399409050129896,1.0,1,,True
547,TRAW41-TREU4B,,396,399,64.278,0.024941659665826565,0.3069915056473444,1.0,0.0,4.399409050129896,1.0,1,,True
548,TREM21-USKM2A,,397,405,15.048,0.04291849415204679,0.3565652412280702,1.0,0.0,1.3457509907579401,1.0,1,,True
549,TYNE21-WBOL21,,400,418,11.399,0.033835204842530046,0.3207710106149662,1.0,0.0,2.3513901866597395,1.0,1,,True
550,USKM21-USKM2A,,404,405,11.399,0.002521054478463023,0.023883674006491797,1.0,0.0,1.3478504462817436,1.0,1,,True
551,USKM21-USKM2B,,404,406,11.399,0.0025873980173699448,0.011079370997455918,1.0,0.0,1.3205575244723,1.0,1,,True
552,USKM21-WHSO21,,404,425,5.841,0.0446680790960452,0.31086393596986817,1.0,0.0,2.007079480755992,1.0,1,,True
553,USKM21-WHSO22,,404,426,5.849,0.044606984099846134,0.31095593263805776,1.0,0.0,2.007079480755992,1.0,1,,True
554,USKM2A-WHSO21,,405,425,5.562,0.041605987055016176,0.39294543329737497,1.0,0.0,1.3457509907579401,1.0,1,,True
555,USKM2B-WHSO22,,406,426,5.851,0.041618954024953,0.39292428644676125,1.0,0.0,1.3205575244723,1.0,1,,True
556,WHSO41-WHSO4A,,429,430,5.851,0.1,0.0035549478721586055,1.0,0.0,1.3221321161151525,1.0,1,,True
