,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service
216,DINO41-PENT41,,88,281,10.728,0.013870246085011185,0.20909768829231917,1.0,0.0,2.342598716653813,1.0,1,,True
217,DRAK41-BUST4A,,90,47,34.592,0.017345050878815913,0.2783071230342276,1.0,0.0,1.7363809341555987,1.0,1,,True
218,DRAK41-BUST4B,,90,48,34.537,0.01737267278570808,0.2782870544633292,1.0,0.0,3.7065887272747946,1.0,1,,True
219,DRAK41-HAMH41,,90,144,29.434,0.02902765509274988,0.3183801046408915,1.0,0.0,2.758290910366874,1.0,1,,True
220,DRAK41-OLDB4A,,90,268,49.318,0.029879557159657733,0.3179042134717547,1.0,0.0,1.6873061612866957,1.0,1,,True
221,DRAK41-RATS41,,90,298,32.907,0.028297930531497862,0.3175980794359862,1.0,0.0,2.758290910366874,1.0,1,,True
222,DRAK41-RUGE41,,90,311,20.966,0.028923018219975203,0.3184584565486979,1.0,0.0,2.758290910366874,1.0,1,,True
223,DRAK41-WILE41,,90,434,16.937,0.029096061876365355,0.3183562614394521,1.0,0.0,2.758290910366874,1.0,1,,True
224,DRAX41-EGGB42,,91,101,11.828000000000001,0.01731484612783226,0.2728440987487318,1.0,0.0,3.0152117800923075,1.0,1,,True
225,DRAX41-FENW4A,,91,113,13.443,0.017377073569887675,0.2782712192218999,1.0,0.0,4.330127017844386,1.0,1,,True
226,DRAX41-THTO42,,91,378,22.579,0.014030736525089686,0.27473315913016516,1.0,0.0,3.7065887272747946,1.0,1,,True
227,DRAX42-EGGB41,,92,100,11.188,0.017733285663210585,0.28358956024311766,1.0,0.0,4.0096976185239015,1.0,1,,True
228,DRAX42-THOM41,,92,375,21.73,0.022899217671421997,0.29393465255407275,1.0,0.0,4.1381580533866185,1.0,1,,True
229,DRAX42-THTO41,,92,377,22.579,0.014030736525089686,0.27473315913016516,1.0,0.0,5.239453691591707,1.0,1,,True
230,DUNG41-NINF41,,94,256,44.081,0.01419205553413035,0.2748032031941199,1.0,0.0,4.083309777827256,1.0,1,,True
231,DUNG41-NINF41,,94,256,44.056,0.014200108952242602,0.2748138732522245,1.0,0.0,4.084753153499871,1.0,1,,True
232,DUNG41-SELL4E,,94,330,25.387,0.024894631110410844,0.3069917674400284,1.0,0.0,4.084753153499871,1.0,1,,True
233,DUNG41-SELL4F,,94,331,25.403,0.024941935991811996,0.30698736369720114,1.0,0.0,4.084753153499871,1.0,1,,True
234,EALI21-LALE21,,95,202,19.658,0.02042775206022993,0.15049598127988603,1.0,0.0,1.0875179613301296,1.0,1,,True
235,EALI21-LALE21,,95,202,19.658,0.02042775206022993,0.15049598127988603,1.0,0.0,1.1022141499967528,1.0,1,,True
236,EALI21-WISD2A,,95,444,6.075,0.01506275720164609,0.17315946502057614,1.0,0.0,1.5745916428525042,1.0,1,,True
237,EASO41-WYMO41,,96,460,35.272,0.017373554093898843,0.27829439782263554,1.0,0.0,3.7065887272747946,1.0,1,,True
238,EASO4A-RYHA4B,,97,318,58.769,0.017369701713488405,0.2782963807449506,1.0,0.0,3.708032102947409,1.0,1,,True
239,EASO4B-RYHA4A,,98,317,58.95,0.017370653095843937,0.2782832909245123,1.0,0.0,3.708032102947409,1.0,1,,True
240,EASO4B-WYMO41,,98,460,35.272,0.017373554093898843,0.27829439782263554,1.0,0.0,3.7065887272747946,1.0,1,,True
241,ECLA41-LEIB4B,,99,209,15.985,0.014113231154207068,0.27475758523615895,1.0,0.0,3.7065887272747946,1.0,1,,True
242,ECLA41-PAFB4A,,99,272,44.72,0.029123434704830056,0.3183542039355993,1.0,0.0,2.758290910366874,1.0,1,,True
243,ECLA41-PAFB4B,,99,273,44.886,0.02912266631020808,0.31835316134206654,1.0,0.0,2.758290910366874,1.0,1,,True
244,EGGB41-MONF4A,,100,245,10.37,0.017434908389585342,0.27834136933461906,1.0,0.0,2.843450075051147,1.0,1,,True
245,EGGB41-ROCH4A,,100,305,85.575,0.026475021910604732,0.3031539585159217,1.0,0.0,1.7883424583697314,1.0,1,,True
246,EGGB41-THOM41,,100,375,28.267,0.01658471008596597,0.27718541054940393,1.0,0.0,3.199963866187001,1.0,1,,True
247,EGGB42-FERR4A,,101,119,11.864,0.017262306136210385,0.2782198246797033,1.0,0.0,3.7065887272747946,1.0,1,,True
248,EGGB42-MONF41,,101,244,10.37,0.017434908389585342,0.27834136933461906,1.0,0.0,3.7065887272747946,1.0,1,,True
249,EGGB42-STSB4B,,101,358,48.084,0.017303052990599782,0.2782131270277015,1.0,0.0,3.7065887272747946,1.0,1,,True
250,ELLA21-FERR22,,102,115,45.565,0.026107346647646218,0.30281534620871287,1.0,0.0,2.645313959992207,1.0,1,,True
251,ELLA21-KIRK21,,102,192,39.038999999999994,0.03134333615102846,0.3053941251056636,1.0,0.0,1.599785109138144,1.0,1,,True
252,ELLA21-STAL21,,102,349,39.6,0.031453125,0.3174722222222222,1.0,0.0,1.8517197719945448,1.0,1,,True
253,ELST21-MILH2A,,103,235,12.713000000000001,0.032598521198772906,0.23574441516557848,1.0,0.0,1.1001146944729496,1.0,1,,True
254,ELST21-MILH2B,,103,236,12.657,0.03262325195543968,0.2361302046298491,1.0,0.0,1.1001146944729496,1.0,1,,True
255,ELST21-WARL21,,103,413,59.469,0.031143221678521578,0.313657640955792,1.0,0.0,1.599785109138144,1.0,1,,True
256,ELST21-WATS21,,103,416,5.797,0.033135673624288424,0.3125711574952562,1.0,0.0,1.599785109138144,1.0,1,,True
257,ELST22-WARL21,,104,413,59.834,0.03104171541264164,0.3130966507336965,1.0,0.0,1.599785109138144,1.0,1,,True
258,ELST22-WATS22,,104,417,5.62,0.03377557829181495,0.31582184163701066,1.0,0.0,1.599785109138144,1.0,1,,True
259,ELST41-SJOW41,,105,340,20.0,0.011200000000000002,0.14079999999999998,1.0,0.0,2.4999266649688257,1.0,1,,True
260,ELST4A-SUND41,,106,361,34.834,0.03440316931733363,0.32010105069759426,1.0,0.0,2.165063508922193,1.0,1,,True
261,ELST4B-SUND42,,107,362,34.706,0.0344378493632225,0.32012908430818876,1.0,0.0,2.165063508922193,1.0,1,,True
262,ENDE41-PAFB4A,,108,272,41.13,0.027580841235108195,0.3131923170435206,1.0,0.0,2.758290910366874,1.0,1,,True
263,ENDE41-PAFB4B,,108,273,41.13,0.027580841235108195,0.3131923170435206,1.0,0.0,2.758290910366874,1.0,1,,True
264,ENDE41-RATS41,,108,298,36.941,0.01728161121788798,0.25432987737202567,1.0,0.0,3.7065887272747946,1.0,1,,True
265,ENDE41-RATS41,,108,298,36.873,0.01727008922517832,0.25436498250752587,1.0,0.0,3.7065887272747946,1.0,1,,True
266,EXET41-TAUN41,,109,369,38.147,0.029108448895063834,0.31834744540855114,1.0,0.0,2.758290910366874,1.0,1,,True
267,EXET41-TAUN42,,109,370,38.107,0.029097016296218543,0.3183457107618023,1.0,0.0,2.758290910366874,1.0,1,,True
268,FAWL41-MANN41,,110,222,61.115,0.01691237830319889,0.2578483187433527,1.0,0.0,3.7065887272747946,1.0,1,,True
269,FAWL41-MAWO41,,110,227,18.639,0.018370084231986692,0.26284671924459474,1.0,0.0,3.3587351901746287,1.0,1,,True
270,FECK41-HAMH41,,112,144,43.314,0.02881285496606178,0.31845592649028026,1.0,0.0,2.758290910366874,1.0,1,,True
271,FECK41-IRON41,,112,171,66.123,0.029762714940338462,0.31814648458176426,1.0,0.0,2.758290910366874,1.0,1,,True
272,FECK41-MITY41,,112,241,78.649,0.031064603491462065,0.3189258604686646,1.0,0.0,2.7048860104801267,1.0,1,,True
273,FECK41-WALH41,,112,407,67.986,0.02911187597446533,0.3183478951548848,1.0,0.0,2.706329386152741,1.0,1,,True
274,FENW4A-KEAD42,,113,179,42.517,0.00745113719218195,0.08132276501164239,1.0,0.0,4.1511484344401515,1.0,1,,True
275,FENW4A-THOM42,,113,376,8.287,0.031857125618438516,0.319150476650175,1.0,0.0,2.758290910366874,1.0,1,,True
276,FERR21-MONF21,,114,242,4.485,0.01736761426978818,0.27838768115942025,1.0,0.0,2.743988369610964,1.0,1,,True
277,FERR21-SKLG21,,114,341,20.718,0.03617355681050294,0.3604214933873926,1.0,0.0,1.7278518960901479,1.0,1,,True
278,FERR22-FERR2B,,115,118,20.718,0.000730041509798243,0.008541485664639442,1.0,0.0,2.1645386450412425,1.0,1,,True
279,FERR23-FERR2A,,116,117,20.718,0.00047452698136885794,0.007884448305821025,1.0,0.0,2.743988369610964,1.0,1,,True
280,FERR2A-MONF22,,117,243,3.922,0.017354028556858744,0.27843574706782254,1.0,0.0,2.340892909040723,1.0,1,,True
281,FERR2B-SKLG21,,118,341,20.105,0.03667464561054464,0.36377486943546383,1.0,0.0,1.7278518960901479,1.0,1,,True
282,FFES21-TRAW21,,120,395,7.424,0.07853835533405171,0.3138478246228448,1.0,0.0,1.0077386514256026,1.0,1,,True
283,FFES22-TRAW21,,121,395,7.358,0.07934561022016853,0.31604631013862466,1.0,0.0,1.0749212281873095,1.0,1,,True
284,FIDF21-FROD21,,122,126,9.145,0.017366047020229636,0.2783529250956807,1.0,0.0,2.54663955037345,1.0,1,,True
285,FIDF21-FROD22,,122,127,9.145,0.017366047020229636,0.2783529250956807,1.0,0.0,2.54663955037345,1.0,1,,True
286,FIDF21-RAIN21,,122,295,7.963,0.017379599397212106,0.25433096822805473,1.0,0.0,2.54663955037345,1.0,1,,True
287,FIDF21-RAIN21,,122,295,7.963,0.017379599397212106,0.25433096822805473,1.0,0.0,2.54663955037345,1.0,1,,True
288,FLEE41-LOVE41,,123,218,41.095,0.02491787322058645,0.30699598491300645,1.0,0.0,4.454257325689259,1.0,1,,True
289,FLEE41-LOVE41,,123,218,41.095,0.02491787322058645,0.30699598491300645,1.0,0.0,4.399409050129896,1.0,1,,True
290,FOUR21-HARK24,,125,147,55.711,0.04464659133743786,0.3204672326829531,1.0,0.0,1.6690671414236544,1.0,1,,True
291,FOUR21-STEW21,,125,354,27.731,0.044642502975009914,0.32046063070210234,1.0,0.0,1.6690671414236544,1.0,1,,True
292,FROD41-ROCK41,,128,306,1.197,0.029406850459482037,0.31812865497076026,1.0,0.0,1.5877132398762748,1.0,1,,True
293,GART4A-HUMR41,,129,163,37.372,0.017681686824360488,0.3003317992079632,1.0,0.0,4.37631503936806,1.0,1,,True
294,GART4A-KEAD43,,129,180,5.711,0.017369987742952196,0.2781999649798634,1.0,0.0,4.330127017844386,1.0,1,,True
295,GART4B-KEAD41,,130,178,5.689,0.017437159430479875,0.2781508173668483,1.0,0.0,4.330127017844386,1.0,1,,True
296,GART4B-KILL41,,130,190,34.462,0.017642620857756367,0.300249550229238,1.0,0.0,4.37631503936806,1.0,1,,True
297,GRAI41-KEMS41,,131,185,9.922,0.01709332795807297,0.24382181011892765,1.0,0.0,3.709475478620024,1.0,1,,True
298,GRAI41-KEMS41,,131,185,9.922,0.01709332795807297,0.24382181011892765,1.0,0.0,3.709475478620024,1.0,1,,True
299,GRAI41-KINO41,,131,191,12.307,0.01638092142683026,0.26365483058422035,1.0,0.0,4.5610671254627535,1.0,1,,True
300,GRAI41-MEDW41,,131,230,2.5,0.03456,0.32832,1.0,0.0,2.0062921849345656,1.0,1,,True
301,GRAI41-TILB41,,131,383,28.691,0.016841518246139907,0.2694642919382385,1.0,0.0,2.891081472247435,1.0,1,,True
302,GREN41-MARH4A,,132,225,28.74,0.029060542797494784,0.3182741823242867,1.0,0.0,3.5203932655074857,1.0,1,,True
303,GREN41-MARH4B,,132,226,28.56,0.029131652661064426,0.3183193277310925,1.0,0.0,2.758290910366874,1.0,1,,True
304,GREN41-MILL4A,,132,239,26.0,0.02910769230769231,0.3183384615384615,1.0,0.0,2.758290910366874,1.0,1,,True
305,GREN41-MILL4B,,132,240,26.0,0.02910769230769231,0.3183384615384615,1.0,0.0,2.758290910366874,1.0,1,,True
306,GRIW41-KEAD41,,133,178,49.379,0.015229145993235993,0.2828732862147877,1.0,0.0,4.1511484344401515,1.0,1,,True
307,GRIW41-SHBA41,,133,332,12.673,0.01603408821904837,0.28836108261658644,1.0,0.0,3.9259818295122435,1.0,1,,True
308,GRSA21-LACK2A,,134,197,1.166,0.031780660377358494,0.30224056603773586,1.0,0.0,2.349290731135936,1.0,1,,True
309,GRSA21-LACK2B,,134,198,1.166,0.031780660377358494,0.30224056603773586,1.0,0.0,2.349290731135936,1.0,1,,True
310,GRSB21-LACK2B,,135,198,1.166,0.020106132075471697,0.19327830188679246,1.0,0.0,2.349290731135936,1.0,1,,True
311,GRSB21-LACK2C,,135,199,1.166,0.020106132075471697,0.19327830188679246,1.0,0.0,2.349290731135936,1.0,1,,True
312,HACK2A-TOTT2B,,136,394,6.045999999999999,0.033522163413827334,0.31483315415150515,1.0,0.0,2.1645386450412425,1.0,1,,True
313,HACK2B-TOTT2A,,137,393,6.045999999999999,0.033522163413827334,0.31483315415150515,1.0,0.0,2.1645386450412425,1.0,1,,True
314,HACK41-HIBU41,,138,156,6.858,0.010032079323417906,0.19294254884806067,1.0,0.0,2.497039913623596,1.0,1,,True
315,HACK41-HIBU41,,138,156,6.858,0.010032079323417906,0.19294254884806067,1.0,0.0,2.497039913623596,1.0,1,,True
316,HACK41-WHAM41,,138,421,6.148,0.012752114508783345,0.23526350032530904,1.0,0.0,2.495596537950981,1.0,1,,True
317,HACK41-WHAM41,,138,421,6.148,0.012752114508783345,0.23526350032530904,1.0,0.0,2.495596537950981,1.0,1,,True
318,HAKB4--HARK41,,139,148,9.857,0.025484427310540732,0.3158770416962565,1.0,0.0,3.0079949017292336,1.0,1,,True
319,HAKB4B-HARK41,,140,148,9.857,0.025484427310540732,0.3158770416962565,1.0,0.0,3.0079949017292336,1.0,1,,True
320,HAMB4A-HEYS41,,141,155,25.85,0.014174081237911026,0.274816247582205,1.0,0.0,4.76169634395621,1.0,1,,True
321,HAMB4A-PEWO41,,141,286,20.45,0.024097799511002445,0.3064645476772616,1.0,0.0,3.569468038376389,1.0,1,,True
322,HAMB4A-STAH4A,,141,347,3.926,0.034640855832908816,0.32847682119205296,1.0,0.0,0.3464101614275509,1.0,1,,True
323,HAMB4B-HEYS41,,142,155,26.02,0.014204458109146811,0.274803996925442,1.0,0.0,4.800667487116809,1.0,1,,True
324,HAMB4B-PEWO41,,142,286,20.29,0.02428782651552489,0.30840808279940857,1.0,0.0,3.569468038376389,1.0,1,,True
325,HAMB4B-STAH4B,,142,348,3.926,0.034640855832908816,0.32847682119205296,1.0,0.0,0.3464101614275509,1.0,1,,True
326,HAMH2A-NECH21,,143,246,10.439,0.017314278187565858,0.27840489989462586,1.0,0.0,2.6978003480872905,1.0,1,,True
327,HAMH41-WILE41,,144,434,84.84,0.022743988684582744,0.29753889674681755,1.0,0.0,2.759734286039489,1.0,1,,True
328,HARK21-HARK21,,145,145,84.84,0.1,0.00011587989156058462,1.0,0.0,2.0007811141845817,1.0,1,,True
329,HARK23-STEW21,,146,354,83.799,0.04461747753553144,0.3202820141051802,1.0,0.0,1.6249785754237842,1.0,1,,True
330,HARK41-HUTT42,,148,166,81.444,0.024930013260645353,0.30725406414223266,1.0,0.0,3.999593988815598,1.0,1,,True
331,HARK41-HUTT43,,148,167,81.444,0.024930013260645353,0.30725406414223266,1.0,0.0,3.999593988815598,1.0,1,,True
332,HARM21-HATL21,,149,150,13.983,0.025527426160337555,0.3083842880640778,1.0,0.0,2.1645386450412425,1.0,1,,True
333,HARM21-HAWP21,,149,151,17.287,0.0255480997281194,0.30767086539017763,1.0,0.0,2.340892909040723,1.0,1,,True
334,HATL21-HAWP2A,,150,152,31.443,0.02563885443500938,0.30812323092580224,1.0,0.0,2.1645386450412425,1.0,1,,True
335,HATL21-SALH21,,150,322,7.794,0.03172873364126251,0.3253408070310495,1.0,0.0,2.6852036149444705,1.0,1,,True
336,HATL21-TODP21,,150,388,18.433,0.02925222427168665,0.3182051212499322,1.0,0.0,2.6852036149444705,1.0,1,,True
337,HATL21-WBOL21,,150,418,49.164,0.029672244935318517,0.3135505654543975,1.0,0.0,2.1645386450412425,1.0,1,,True
338,HAWP21-NORT21,,151,260,30.697,0.01771325373815031,0.280036933576571,1.0,0.0,1.8349241278041182,1.0,1,,True
339,HAWP21-OFFE21,,151,266,9.514,0.03012599852848434,0.3138191086819424,1.0,0.0,2.1645386450412425,1.0,1,,True
340,HAWP2A-WBOL21,,152,418,17.721,0.03008612662942272,0.3138772501551832,1.0,0.0,2.3513901866597395,1.0,1,,True
341,HAWP4A-NORT41,,153,261,30.157,0.017773651225254504,0.2817256358391087,1.0,0.0,3.4944125034004196,1.0,1,,True
342,HEDO21-SAES21,,154,320,30.157,0.00042631064097887724,0.00566742381536625,1.0,0.0,3.493493991608756,1.0,1,,True
343,HEYS41-MIDL41,,155,234,30.157,0.1,0.008223629671386411,1.0,0.0,4.5610671254627535,1.0,1,,True
344,HEYS41-QUER4B,,155,294,9.604,0.014160766347355273,0.27488546438983763,1.0,0.0,4.76169634395621,1.0,1,,True
345,HIBU41-SJOW41,,156,340,5.814,0.01018231854145167,0.19291365669074648,1.0,0.0,2.497039913623596,1.0,1,,True
346,HIBU41-SJOW41,,156,340,5.814,0.01018231854145167,0.19291365669074648,1.0,0.0,2.497039913623596,1.0,1,,True
347,HIGM21-THUR2A,,157,381,46.867,0.07938954914972156,0.31602526831245864,1.0,0.0,1.2407782145677733,1.0,1,,True
348,HIGM41-WBUR41,,158,419,15.081,0.026947815131622574,0.3138253431470062,1.0,0.0,3.06717330430644,1.0,1,,True
349,HIGM4A-STOB41,,159,356,39.671,0.029119507952912706,0.31833833278717455,1.0,0.0,2.967580382896019,1.0,1,,True
350,HINP41-MELK41,,162,233,86.136,0.02905173214451565,0.31825020897185846,1.0,0.0,2.758290910366874,1.0,1,,True
351,HINP41-SAFO41,,162,321,35.561,0.018942099491015437,0.25083659064705716,1.0,0.0,2.758290910366874,1.0,1,,True
352,HINP41-SHUR41,,162,336,1.2,0.02666666666666667,0.31733333333333336,1.0,0.0,4.402295801475126,1.0,1,,True
353,HINP41-TAUN42,,162,370,26.613,0.029098560853718106,0.318340660579416,1.0,0.0,3.06717330430644,1.0,1,,True
354,HUMR41-KILL41,,163,190,2.879,0.01778395276137548,0.30177144841959014,1.0,0.0,3.999593988815598,1.0,1,,True
355,HURS21-LITT2A,,164,213,7.776999999999999,0.02800565770862801,0.2709158415841585,1.0,0.0,1.8139295725660847,1.0,1,,True
356,HURS21-LITT2B,,164,214,7.7989999999999995,0.027926657263751764,0.2701516220028209,1.0,0.0,1.8139295725660847,1.0,1,,True
357,HURS21-NEWX21,,164,252,21.864,0.015115315129893888,0.1731862307903403,1.0,0.0,1.8517197719945448,1.0,1,,True
358,HURS21-NEWX21,,164,252,21.106,0.015120700274803372,0.17317143229413434,1.0,0.0,1.8517197719945448,1.0,1,,True
359,HUTT41-QUER4A,,165,293,34.42,0.024915746658919234,0.30758861127251597,1.0,0.0,4.399409050129896,1.0,1,,True
360,HUTT41-QUER4B,,165,294,34.42,0.024915746658919234,0.30758861127251597,1.0,0.0,4.399409050129896,1.0,1,,True
361,IMPP41-MELK41,,168,233,82.688,0.01706656346749226,0.27339396284829715,1.0,0.0,2.0553669578034683,1.0,1,,True
362,INDQ41-LAND41,,169,203,49.565,0.03454050237062443,0.32025824674669623,1.0,0.0,3.0195419071101517,1.0,1,,True
363,INDQ41-LAND42,,169,204,49.565,0.03454050237062443,0.32025824674669623,1.0,0.0,1.8532943636373973,1.0,1,,True
364,IROA21-MELK2A,,170,231,34.063,0.04133920969967413,0.39054674426797403,1.0,0.0,1.2197836593297398,1.0,1,,True
365,IROA21-MELK2B,,170,232,34.634,0.04098519518392331,0.38657533059998844,1.0,0.0,1.2197836593297398,1.0,1,,True
366,IROA21-WHSO2A,,170,427,34.621,0.04440819878108662,0.32038123537737206,1.0,0.0,1.5745916428525042,1.0,1,,True
367,IROA21-WHSO2B,,170,428,34.555,0.044514903776588045,0.3203584864708436,1.0,0.0,1.5745916428525042,1.0,1,,True
368,IRON41-LEGA4B,,171,207,62.073,0.025544117410146117,0.3076893335266541,1.0,0.0,2.8896380965748203,1.0,1,,True
369,IRON41-PENN4A,,171,279,27.761,0.033082381758582184,0.31981556860343646,1.0,0.0,1.8532943636373973,1.0,1,,True
370,IRON41-PENN4B,,171,280,24.617,0.03171791851159767,0.3191290571556241,1.0,0.0,2.165063508922193,1.0,1,,True
371,IRON41-RUGE41,,171,311,58.681,0.030946984543549022,0.3190402344881648,1.0,0.0,1.8532943636373973,1.0,1,,True
372,IRON41-SHRE4A,,171,334,15.129,0.02559323154207152,0.30764756428052087,1.0,0.0,3.322650798359259,1.0,1,,True
373,IVER21-NHYD2A,,172,254,13.63,0.03329053558327219,0.19358446441672778,1.0,0.0,0.8796718644735989,1.0,1,,True
374,IVER21-WWEY22,,172,455,25.994,0.028365920981765023,0.3080975417404016,1.0,0.0,2.015477302851205,1.0,1,,True
375,IVER22-NHYD2B,,173,255,13.63,0.03329053558327219,0.19358446441672778,1.0,0.0,0.8796718644735989,1.0,1,,True
376,IVER22-WATS21,,173,416,14.364,0.033853296435533274,0.31642039125591753,1.0,0.0,1.6291774864713908,1.0,1,,True
377,IVER22-WATS22,,173,417,14.317,0.033911608577215896,0.31677245582175034,1.0,0.0,1.6291774864713908,1.0,1,,True
378,IVER2A-LALE21,,174,202,17.588,0.028206731862633616,0.30713519160791447,1.0,0.0,1.7656420955186078,1.0,1,,True
379,JORD21-NORL2B,,177,258,2.843,0.02899446007738304,0.19125703482237075,1.0,0.0,0.8796718644735989,1.0,1,,True
380,KEAD42-WBUR42,,179,420,28.425,0.017336851363236587,0.2782902374670185,1.0,0.0,3.7065887272747946,1.0,1,,True
381,KEAD43-KILL41,,180,190,41.067,0.015701171256726813,0.28616650838873064,1.0,0.0,4.230534096433965,1.0,1,,True
382,KEAD43-WBUR41,,180,419,28.266,0.01737776834359301,0.27827071393193237,1.0,0.0,4.5610671254627535,1.0,1,,True
383,KEAR21-WHGA21,,183,424,14.75,0.0341978813559322,0.31829152542372885,1.0,0.0,1.7530453623757878,1.0,1,,True
384,KEAR21-WHGA21,,183,424,14.638,0.034356213280502805,0.3191253074190463,1.0,0.0,0.44718402657011114,1.0,1,,True
385,KEAR41-PADI41,,184,271,39.101,0.023201452648269866,0.29854990920948316,1.0,0.0,3.0079949017292336,1.0,1,,True
386,KEMS41-LOFI4A,,185,216,38.035,0.026207440515314845,0.30540291836466416,1.0,0.0,4.236307599124424,1.0,1,,True
387,KEMS41-LOFI4B,,185,217,37.572,0.026274885553071434,0.30558926860427976,1.0,0.0,4.236307599124424,1.0,1,,True
388,KENG41-SJOW41,,188,340,4.769,0.010736003355001049,0.18922205913189347,1.0,0.0,1.8735016230540043,1.0,1,,True
389,KENG41-SJOW41,,188,340,4.756,0.010765349032800672,0.18906644238856182,1.0,0.0,1.8735016230540043,1.0,1,,True
390,KENG41-WIMB41,,188,442,12.329,0.01103090274961473,0.20206018330764863,1.0,0.0,2.497039913623596,1.0,1,,True
391,KENG41-WIMB41,,188,442,12.2,0.01101639344262295,0.2020983606557377,1.0,0.0,2.497039913623596,1.0,1,,True
392,KENG41-WISD41,,188,445,2.939,0.010888057162300104,0.1889077917659068,1.0,0.0,2.497039913623596,1.0,1,,True
393,KENG41-WISD42,,188,446,2.989,0.010705921712947476,0.18895951823352292,1.0,0.0,2.497039913623596,1.0,1,,True
394,KIBY21-LISD21,,189,211,10.239,0.012777737083699578,0.2190680242211153,1.0,0.0,1.599785109138144,1.0,1,,True
395,KIBY21-LISD21,,189,211,9.518,0.018115675562092873,0.15954507249422148,1.0,0.0,1.599785109138144,1.0,1,,True
396,KIBY21-RAIN21,,189,295,11.236,0.017364943040227836,0.2542819953720185,1.0,0.0,2.8111709463726706,1.0,1,,True
397,KIBY21-RAIN21,,189,295,11.236,0.017364943040227836,0.2542819953720185,1.0,0.0,2.8111709463726706,1.0,1,,True
398,KIBY21-WASF2A,,189,414,10.945,0.028605527638190954,0.30940954773869345,1.0,0.0,3.0673045202766778,1.0,1,,True
399,KIBY21-WASF2B,,189,415,10.978,0.028588426853707417,0.309375,1.0,0.0,3.0673045202766778,1.0,1,,True
400,KILL41-SHBA41,,190,332,17.05,0.01679765395894428,0.294099706744868,1.0,0.0,3.9259818295122435,1.0,1,,True
401,KINO41-NFLE41,,191,253,23.626,0.019233048336578348,0.2855159569965292,1.0,0.0,4.236307599124424,1.0,1,,True
402,KINO41-SING41,,191,337,17.685,0.017370653095843937,0.2782923381396664,1.0,0.0,3.9663963483454574,1.0,1,,True
403,KINO41-TILB41,,191,383,17.313,0.016727314734592505,0.26735978744296196,1.0,0.0,2.891081472247435,1.0,1,,True
404,KIRK2A-SKLG21,,193,341,8.608,0.01282673094795539,0.21102608039033455,1.0,0.0,1.599785109138144,1.0,1,,True
405,KITW21-OCKH21,,194,264,13.959999999999999,0.028440633954154727,0.3111134491404012,1.0,0.0,1.6207796643761776,1.0,1,,True
406,KITW21-OLDB21,,194,267,8.301,0.027422147933983856,0.3022813516443802,1.0,0.0,1.400336834376827,1.0,1,,True
407,KNAR21-MONF21,,195,242,38.672,0.05311271721141912,0.3463668804302855,1.0,0.0,1.0770206837111127,1.0,1,,True
408,KNAR21-POPP21,,195,290,49.192,0.05071696109123435,0.3574938506261181,1.0,0.0,1.0749212281873095,1.0,1,,True
409,LACK21-TODP21,,196,388,5.965,0.02687761944677284,0.3140370913663034,1.0,0.0,2.796474757706047,1.0,1,,True
410,LACK41-SALH41,,200,323,10.487,0.02807285210260322,0.3088013731286354,1.0,0.0,2.510030294677129,1.0,1,,True
411,LACK41-THTO41,,200,377,97.775,0.017296855024290462,0.27061314241881873,1.0,0.0,3.490082376382575,1.0,1,,True
412,LACK41-THTO42,,200,378,97.775,0.017296855024290462,0.27061314241881873,1.0,0.0,3.490082376382575,1.0,1,,True
413,LAGA41-LAND41,,201,203,21.224,0.025555974368639277,0.30765171503957783,1.0,0.0,3.3587351901746287,1.0,1,,True
414,LAGA41-LAND42,,201,204,21.355,0.02554905174432217,0.30778740341840316,1.0,0.0,1.8532943636373973,1.0,1,,True
415,LALE21-WWEY2A,,202,456,8.395,0.028556432400238238,0.30934633710541987,1.0,0.0,2.54663955037345,1.0,1,,True
416,LEGA41-TREU4A,,205,398,12.119,0.01782325274362571,0.30576780262397885,1.0,0.0,3.9259818295122435,1.0,1,,True
417,LEGA41-TREU4B,,205,399,12.119,0.01782325274362571,0.30576780262397885,1.0,0.0,3.9259818295122435,1.0,1,,True
418,LEGA4A-SHRE4A,,206,334,46.944,0.025562372188139056,0.3077027948193592,1.0,0.0,2.8896380965748203,1.0,1,,True
419,LEIB4A-SUND42,,208,362,13.455,0.014150873281308067,0.27481233742103306,1.0,0.0,3.7065887272747946,1.0,1,,True
420,LEIB4B-SUND41,,209,361,13.455,0.014150873281308067,0.27481233742103306,1.0,0.0,3.7065887272747946,1.0,1,,True
421,LEIS4A-SIZE41,,210,338,13.455,0.1,0.0167670011148272,1.0,0.0,3.708032102947409,1.0,1,,True
422,LITT41-LITT41,,215,215,13.455,0.1,0.014031958379784467,1.0,0.0,2.977684012604323,1.0,1,,True
423,LITT41-LOFI4A,,215,216,8.152,0.02492639842983317,0.30814524043179586,1.0,0.0,4.399409050129896,1.0,1,,True
424,LITT41-LOFI4B,,215,217,8.152,0.02492639842983317,0.30814524043179586,1.0,0.0,4.399409050129896,1.0,1,,True
425,LITT41-WTHU4E,,215,452,3.7,0.01772972972972973,0.24864864864864866,1.0,0.0,2.7178763915336597,1.0,1,,True
426,LITT41-WTHU4F,,215,453,3.7,0.01772972972972973,0.24864864864864866,1.0,0.0,2.7178763915336597,1.0,1,,True
